UWI,EventSequence,CoreAnalysisNumber,CoreNumber,IntervalTop,IntervalDepth,IntervalLength,KMax,K90,KVert,Porosity,GrainDensity,BulkDensity,BulkMassOil,BulkMassWater,BulkMassSand,PoreVolumeOil,PoreVolumeWater,BulkVolumeOil,BulkVolumeWater,GrainMassOil,GrainMassWater,Lithology,Expr1
1AA013608509W400,0,111554,35,366.43,432.77,0.39,,,,0.364,,,0.1360,0.0420,,0.7650,0.2350,,,,,,True
1AA013608509W400,0,111554,35,366.43,433.16,0.34,,,,0.392,,,0.1590,0.0370,,0.8110,0.1890,,,,,,True
1AA013608509W400,0,111554,35,366.43,433.50,0.27,,,,0.347,,,0.1110,0.0560,,0.6650,0.3350,,,,,,True
1AA013608509W400,0,111554,35,366.43,433.77,0.23,,,,0.308,,,0.0650,0.0780,,0.4540,0.5460,,,,,,True
1AA013608509W400,0,111554,35,366.43,434.00,0.24,,,,0.394,,,0.1720,0.0250,,0.8720,0.1280,,,,,,True
1AA013608509W400,0,111554,35,366.43,434.24,0.38,,,,0.378,,,0.1590,0.0280,,0.8500,0.1500,,,,,,True
1AA013608509W400,0,111554,35,366.43,434.62,0.37,,,,0.371,,,0.1420,0.0400,,0.7800,0.2200,,,,,,True
1AA013608509W400,0,111554,36,366.43,434.99,0.20,,,,0.387,,,0.1430,0.0490,,0.7430,0.2570,,,,,,True
1AA013608509W400,0,111554,36,366.43,435.19,0.33,,,,0.351,,,0.1160,0.0530,,0.6850,0.3150,,,,,,True
1AA013608509W400,0,111554,36,366.43,435.52,0.14,,,,0.207,,,,0.0900,,0.0000,1.0000,,,,,,True
1AA013608509W400,0,111554,37,366.43,435.66,2.48,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111554,38,366.43,438.14,1.50,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111554,39,366.43,439.64,0.21,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111554,39,366.43,439.85,2.00,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,1,366.43,366.43,0.43,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,2,366.43,366.86,0.67,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,2,366.43,367.53,1.67,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,3,366.43,369.20,1.19,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,4,366.43,370.39,0.62,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,4,366.43,371.01,2.48,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,5,366.43,373.49,1.64,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,6,366.43,375.13,2.05,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,7,366.43,377.18,1.18,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,7,366.43,378.36,1.80,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,9,366.43,380.16,3.12,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,10,366.43,383.28,0.27,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,10,366.43,383.55,0.39,,,,,,,,0.0890,,,,,,,,,True
1AA013608509W400,0,111555,10,366.43,383.94,0.04,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,11,366.43,383.98,0.40,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,12,366.43,384.38,1.01,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,12,366.43,385.39,0.45,,,,,,,0.0620,0.0800,,,,,,,,,True
1AA013608509W400,0,111555,12,366.43,385.84,0.22,,,,,,,0.0050,0.0940,,,,,,,,,True
1AA013608509W400,0,111555,12,366.43,386.06,0.10,,,,0.198,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,12,366.43,386.16,0.10,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,12,366.43,386.26,0.33,,,,,,,0.0550,0.0890,,,,,,,,,True
1AA013608509W400,0,111555,13,366.43,386.59,0.14,,,,,,,0.0560,0.0890,,,,,,,,,True
1AA013608509W400,0,111555,13,366.43,386.73,0.35,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,14,366.43,387.08,1.60,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,14,366.43,388.68,0.09,,,,0.207,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,14,366.43,388.77,0.33,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,16,366.43,389.10,0.19,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,16,366.43,389.29,0.10,,,,0.210,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,16,366.43,389.39,1.08,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,16,366.43,390.47,0.30,,,,,,,0.0020,0.1060,,,,,,,,,True
1AA013608509W400,0,111555,16,366.43,390.77,0.32,,,,,,,0.0630,0.0740,,,,,,,,,True
1AA013608509W400,0,111555,16,366.43,391.09,0.34,,,,,,,0.0380,0.0850,,,,,,,,,True
1AA013608509W400,0,111555,16,366.43,391.43,0.27,,,,,,,0.0450,0.0840,,,,,,,,,True
1AA013608509W400,0,111555,17,366.43,391.70,0.29,,,,,,,0.0320,0.0900,,,,,,,,,True
1AA013608509W400,0,111555,17,366.43,391.99,0.25,,,,,,,0.0390,0.0800,,,,,,,,,True
1AA013608509W400,0,111555,17,366.43,392.24,0.34,,,,,,,,0.0960,,,,,,,,,True
1AA013608509W400,0,111555,17,366.43,392.58,0.50,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,18,366.43,393.08,0.66,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,18,366.43,393.74,0.32,,,,,,,0.0310,0.0920,,,,,,,,,True
1AA013608509W400,0,111555,18,366.43,394.06,0.52,,,,,,,0.0270,0.0930,,,,,,,,,True
1AA013608509W400,0,111555,18,366.43,394.58,0.49,,,,,,,0.0160,0.0900,,,,,,,,,True
1AA013608509W400,0,111555,18,366.43,395.07,0.49,,,,,,,0.0130,0.0930,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,395.56,0.38,,,,,,,0.0110,0.0940,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,395.94,0.30,,,,,,,0.0020,0.0910,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,396.24,0.34,,,,,,,0.0040,0.0920,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,396.58,0.15,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,396.73,0.41,,,,,,,0.0530,0.0730,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,397.14,0.50,,,,,,,0.0040,0.0860,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,397.64,0.30,,,,,,,0.0310,0.0860,,,,,,,,,True
1AA013608509W400,0,111555,19,366.43,397.94,0.50,,,,,,,0.0270,0.0910,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,398.44,0.17,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,398.61,0.26,,,,,,,0.0540,0.0990,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,398.87,0.41,,,,,,,0.1220,0.0670,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,399.28,0.32,,,,,,,0.0620,0.0940,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,399.60,0.33,,,,,,,0.0580,0.1210,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,399.93,0.08,,,,0.335,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,20,366.43,400.01,0.36,,,,,,,0.0930,0.0880,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,400.37,0.27,,,,,,,0.0910,0.0950,,,,,,,,,True
1AA013608509W400,0,111555,20,366.43,400.64,0.34,,,,,,,0.0550,0.1220,,,,,,,,,True
1AA013608509W400,0,111555,21,366.43,400.98,0.34,,,,,,,0.0950,0.0940,,,,,,,,,True
1AA013608509W400,0,111555,21,366.43,401.32,0.26,,,,,,,0.1170,0.0720,,,,,,,,,True
1AA013608509W400,0,111555,21,366.43,401.58,0.30,,,,,,,0.1300,0.0540,,,,,,,,,True
1AA013608509W400,0,111555,21,366.43,401.88,0.09,,,,0.343,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,21,366.43,401.97,0.36,,,,,,,0.1030,0.0800,,,,,,,,,True
1AA013608509W400,0,111555,22,366.43,402.33,0.23,,,,,,,0.1090,0.0810,,,,,,,,,True
1AA013608509W400,0,111555,22,366.43,402.56,0.33,,,,,,,0.1090,0.0730,,,,,,,,,True
1AA013608509W400,0,111555,22,366.43,402.89,0.26,,,,,,,0.0980,0.0820,,,,,,,,,True
1AA013608509W400,0,111555,22,366.43,403.15,0.38,,,,,,,0.0810,0.0990,,,,,,,,,True
1AA013608509W400,0,111555,22,366.43,403.53,0.11,,,,0.346,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,22,366.43,403.64,0.28,,,,,,,0.0590,0.1110,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,403.92,0.30,,,,,,,0.0870,0.0960,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,404.22,0.37,,,,,,,0.0760,0.0990,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,404.59,0.35,,,,,,,0.0840,0.1020,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,404.94,0.33,,,,,,,0.1060,0.0830,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,405.27,0.34,,,,,,,0.1070,0.0840,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,405.61,0.23,,,,,,,0.1360,0.0530,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,405.84,0.12,,,,0.332,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,23,366.43,405.96,0.24,,,,,,,0.0730,0.1060,,,,,,,,,True
1AA013608509W400,0,111555,23,366.43,406.20,0.24,,,,,,,0.0850,0.0870,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,406.44,0.32,,,,,,,0.1150,0.0670,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,406.76,0.30,,,,,,,0.1370,0.0570,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,407.06,0.35,,,,,,,0.0980,0.0830,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,407.41,0.08,,,,0.353,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,24,366.43,407.49,0.32,,,,,,,0.1290,0.0630,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,407.81,0.37,,,,,,,0.1180,0.0600,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,408.18,0.38,,,,,,,0.1210,0.0600,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,408.56,0.39,,,,,,,0.1200,0.0620,,,,,,,,,True
1AA013608509W400,0,111555,24,366.43,408.95,0.36,,,,,,,0.1020,0.0810,,,,,,,,,True
1AA013608509W400,0,111555,25,366.43,409.31,1.29,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,25,366.43,410.60,0.36,,,,,,,0.0940,0.0980,,,,,,,,,True
1AA013608509W400,0,111555,25,366.43,410.96,0.27,,,,,,,0.0920,0.0970,,,,,,,,,True
1AA013608509W400,0,111555,25,366.43,411.23,0.40,,,,,,,0.0570,0.0610,,,,,,,,,True
1AA013608509W400,0,111555,25,366.43,411.63,0.38,,,,,,,0.0190,0.0980,,,,,,,,,True
1AA013608509W400,0,111555,25,366.43,412.01,0.42,,,,,,,0.0370,0.0820,,,,,,,,,True
1AA013608509W400,0,111555,25,366.43,412.43,0.09,,,,0.264,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,25,366.43,412.52,0.34,,,,,,,0.0400,0.0810,,,,,,,,,True
1AA013608509W400,0,111555,26,366.43,412.86,0.21,,,,,,,0.0650,0.0670,,,,,,,,,True
1AA013608509W400,0,111555,26,366.43,413.07,0.34,,,,,,,0.1480,0.0390,,,,,,,,,True
1AA013608509W400,0,111555,26,366.43,413.41,0.38,,,,,,,0.1530,0.0390,,,,,,,,,True
1AA013608509W400,0,111555,26,366.43,413.79,0.08,,,,0.319,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,26,366.43,413.87,0.09,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,27,366.43,413.96,0.24,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,27,366.43,414.20,0.08,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,27,366.43,414.28,0.50,,,,,,,0.0810,0.0680,,,,,,,,,True
1AA013608509W400,0,111555,27,366.43,414.78,0.24,,,,,,,0.0330,0.0910,,,,,,,,,True
1AA013608509W400,0,111555,27,366.43,415.02,0.36,,,,,,,0.1420,0.0420,,,,,,,,,True
1AA013608509W400,0,111555,27,366.43,415.38,0.10,,,,0.342,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,27,366.43,415.48,0.30,,,,,,,0.0670,0.0790,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,415.78,0.29,,,,,,,0.0970,0.0630,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,416.07,0.29,,,,,,,0.1390,0.0460,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,416.36,0.31,,,,,,,0.1070,0.0560,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,416.67,0.10,,,,0.316,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,28,366.43,416.77,0.31,,,,,,,0.1420,0.0400,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,417.08,0.39,,,,,,,0.1730,0.0200,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,417.47,0.23,,,,,,,0.0870,0.0750,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,417.70,0.25,,,,,,,0.1310,0.0450,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,417.95,0.29,,,,,,,0.1530,0.0380,,,,,,,,,True
1AA013608509W400,0,111555,28,366.43,418.24,0.09,,,,0.255,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,28,366.43,418.33,0.12,,,,,,,0.1430,0.0370,,,,,,,,,True
1AA013608509W400,0,111555,29,366.43,418.45,0.27,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,29,366.43,418.72,0.25,,,,,,,0.1400,0.0440,,,,,,,,,True
1AA013608509W400,0,111555,29,366.43,418.97,0.13,,,,0.275,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,29,366.43,419.10,0.27,,,,,,,0.1050,0.0550,,,,,,,,,True
1AA013608509W400,0,111555,29,366.43,419.37,0.31,,,,,,,0.1430,0.0420,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,419.68,0.38,,,,,,,0.1690,0.0250,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,420.06,0.37,,,,,,,0.1530,0.0330,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,420.43,0.31,,,,,,,0.1540,0.0280,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,420.74,0.11,,,,0.346,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,30,366.43,420.85,0.33,,,,,,,0.1520,0.0320,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,421.18,0.37,,,,,,,0.1420,0.0350,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,421.55,0.38,,,,,,,0.1600,0.0290,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,421.93,0.39,,,,,,,0.1720,0.0210,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,422.32,0.36,,,,,,,0.1690,0.0250,,,,,,,,,True
1AA013608509W400,0,111555,30,366.43,422.68,0.22,,,,,,,0.1520,0.0380,,,,,,,,,True
1AA013608509W400,0,111555,31,366.43,422.90,0.16,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,31,366.43,423.06,0.25,,,,,,,0.1440,0.0360,,,,,,,,,True
1AA013608509W400,0,111555,31,366.43,423.31,0.17,,,,,,,0.1610,0.0350,,,,,,,,,True
1AA013608509W400,0,111555,31,366.43,423.48,0.40,,,,,,,0.1570,0.0350,,,,,,,,,True
1AA013608509W400,0,111555,31,366.43,423.88,0.20,,,,,,,0.1320,0.0440,,,,,,,,,True
1AA013608509W400,0,111555,31,366.43,424.08,0.16,,,,,,,0.0120,0.0880,,,,,,,,,True
1AA013608509W400,0,111555,32,366.43,424.24,0.43,,,,,,,0.1430,0.0330,,,,,,,,,True
1AA013608509W400,0,111555,32,366.43,424.67,0.16,,,,,,,0.0450,0.0860,,,,,,,,,True
1AA013608509W400,0,111555,32,366.43,424.83,0.44,,,,,,,0.0500,0.1350,,,,,,,,,True
1AA013608509W400,0,111555,32,366.43,425.27,0.39,,,,,,,0.0630,0.1200,,,,,,,,,True
1AA013608509W400,0,111555,32,366.43,425.66,0.36,,,,,,,0.0580,0.1290,,,,,,,,,True
1AA013608509W400,0,111555,32,366.43,426.02,0.33,,,,,,,0.0720,0.1170,,,,,,,,,True
1AA013608509W400,0,111555,32,366.43,426.35,0.10,,,,0.346,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,32,366.43,426.45,0.32,,,,,,,0.0690,0.1190,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,426.77,0.41,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,427.18,0.22,,,,,,,0.1530,0.0370,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,427.40,0.34,,,,,,,0.1580,0.0240,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,427.74,0.33,,,,,,,0.1630,0.0310,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,428.07,0.32,,,,,,,0.1620,0.0330,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,428.39,0.11,,,,0.371,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,33,366.43,428.50,0.32,,,,,,,0.1630,0.0320,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,428.82,0.36,,,,,,,0.1570,0.0360,,,,,,,,,True
1AA013608509W400,0,111555,33,366.43,429.18,0.39,,,,,,,0.1550,0.0390,,,,,,,,,True
1AA013608509W400,0,111555,34,366.43,429.57,0.43,,,,,,,0.1440,0.0380,,,,,,,,,True
1AA013608509W400,0,111555,34,366.43,430.00,0.24,,,,,,,0.1420,0.0550,,,,,,,,,True
1AA013608509W400,0,111555,34,366.43,430.24,0.35,,,,,,,0.1520,0.0370,,,,,,,,,True
1AA013608509W400,0,111555,34,366.43,430.59,0.31,,,,,,,0.0530,0.0890,,,,,,,,,True
1AA013608509W400,0,111555,34,366.43,430.90,0.12,,,,0.268,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,34,366.43,431.02,0.34,,,,,,,0.0590,0.0800,,,,,,,,,True
1AA013608509W400,0,111555,34,366.43,431.36,0.47,,,,,,,0.0660,0.0760,,,,,,,,,True
1AA013608509W400,0,111555,34,366.43,431.83,0.41,,,,,,,0.0800,0.0750,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,432.24,0.16,,,,,,,0.0810,0.0770,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,432.40,0.27,,,,,,,0.1520,0.0410,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,432.67,0.10,,,,0.359,,,,,,,,,,,,OB,True
1AA013608509W400,0,111555,35,366.43,432.77,0.39,,,,,,,0.1360,0.0420,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,433.16,0.34,,,,,,,0.1590,0.0370,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,433.50,0.27,,,,,,,0.1110,0.0560,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,433.77,0.23,,,,,,,0.0650,0.0780,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,434.00,0.24,,,,,,,0.1720,0.0250,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,434.24,0.38,,,,,,,0.1590,0.0280,,,,,,,,,True
1AA013608509W400,0,111555,35,366.43,434.62,0.37,,,,,,,0.1420,0.0400,,,,,,,,,True
1AA013608509W400,0,111555,36,366.43,434.99,0.20,,,,,,,0.1430,0.0490,,,,,,,,,True
1AA013608509W400,0,111555,36,366.43,435.19,0.33,,,,,,,0.1160,0.0530,,,,,,,,,True
1AA013608509W400,0,111555,36,366.43,435.52,0.14,,,,,,,,0.0900,,,,,,,,,True
1AA013608509W400,0,111555,37,366.43,435.66,2.48,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,38,366.43,438.14,1.50,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,39,366.43,439.64,0.21,,,,,,,,,,,,,,,,,True
1AA013608509W400,0,111555,39,366.43,439.85,2.00,,,,,,,,,,,,,,,,,True
